100	101	95	26
100	102	94	26
100	105	96	26
100	106	49	26
100	107	95	26
100	108	95	26
100	109	97	26
100	118	95	26
100	122	95	26
100	127	98	26
100	133	69	26
101	100	100	26
101	102	96	26
101	105	97	26
101	106	95	26
101	107	96	26
101	108	96	26
101	109	97	26
101	116	100	26
101	121	98	26
101	122	96	26
101	127	97	26
101	133	96	26
101	148	10	26
102	100	96	26
102	101	95	26
102	103	97	26
102	105	100	26
102	107	96	26
102	108	99	26
102	109	100	26
102	112	100	26
102	113	100	26
102	115	2	26
102	116	100	26
102	118	93	26
102	122	95	26
102	125	17	26
102	126	83	26
102	127	99	26
102	133	100	26
102	138	94	26
102	139	94	26
102	144	100	26
102	146	61	26
102	148	100	26
103	102	96	26
103	104	100	26
103	106	95	26
103	107	91	26
103	108	93	26
103	111	100	26
103	113	99	26
103	116	96	26
103	117	5	26
103	118	95	26
103	121	100	26
103	123	99	26
103	124	92	26
103	125	100	26
103	126	99	26
103	130	100	26
103	131	99	26
103	133	86	26
103	138	99	26
103	146	50	26
103	148	95	26
104	103	95	26
104	106	95	26
104	108	16	26
104	111	98	26
104	112	77	26
104	118	88	26
104	121	93	26
104	123	98	26
104	124	94	26
104	126	98	26
104	138	100	26
105	100	96	26
105	101	99	26
105	102	98	26
105	108	97	26
105	109	99	26
105	113	98	26
105	116	18	26
105	118	92	26
105	122	98	26
105	127	100	26
105	130	99	26
105	133	78	26
105	138	13	26
105	139	98	26
105	141	96	26
105	143	98	26
105	144	100	26
105	146	100	26
106	100	3	26
106	101	10	26
106	103	95	26
106	104	100	26
106	108	56	26
106	109	2	26
106	111	100	26
106	116	5	26
106	118	97	26
106	121	100	26
106	122	13	26
106	123	100	26
106	124	100	26
106	125	84	26
106	126	100	26
106	133	97	26
106	138	99	26
107	100	98	26
107	101	96	26
107	102	93	26
107	103	100	26
107	108	98	26
107	109	84	26
107	116	89	26
107	118	94	26
107	121	94	26
107	122	96	26
107	124	94	26
107	125	1	26
107	127	95	26
107	144	95	26
108	100	99	26
108	101	99	26
108	102	100	26
108	103	100	26
108	104	63	26
108	105	100	26
108	106	92	26
108	107	99	26
108	109	99	26
108	111	23	26
108	113	10	26
108	116	100	26
108	117	68	26
108	118	98	26
108	121	97	26
108	122	99	26
108	123	98	26
108	125	90	26
108	127	99	26
108	130	5	26
108	133	100	26
108	138	100	26
108	139	92	26
108	144	98	26
108	148	97	26
109	100	96	26
109	101	96	26
109	102	100	26
109	105	100	26
109	106	66	26
109	107	96	26
109	108	99	26
109	112	100	26
109	116	99	26
109	117	99	26
109	122	99	26
109	125	100	26
109	126	93	26
109	127	100	26
109	130	99	26
109	131	47	26
109	133	94	26
109	138	99	26
109	139	37	26
109	143	69	26
109	144	100	26
109	147	3	26
109	148	99	26
110	112	100	26
110	113	100	26
110	114	100	26
110	115	100	26
110	119	100	26
110	125	100	26
110	128	100	26
110	130	100	26
110	131	100	26
110	135	100	26
110	136	1	26
110	137	100	26
110	139	17	26
110	146	100	26
110	149	100	26
111	103	100	26
111	104	100	26
111	106	98	26
111	113	94	26
111	116	93	26
111	117	96	26
111	118	93	26
111	121	97	26
111	123	96	26
111	124	94	26
111	125	58	26
111	126	100	26
111	133	94	26
111	138	100	26
111	148	91	26
112	102	94	26
112	104	49	26
112	109	90	26
112	110	100	26
112	113	100	26
112	115	87	26
112	116	97	26
112	117	100	26
112	119	100	26
112	125	100	26
112	128	99	26
112	130	100	26
112	131	100	26
112	133	93	26
112	138	100	26
112	139	8	26
112	144	5	26
112	146	56	26
112	148	99	26
112	149	100	26
113	102	97	26
113	103	99	26
113	105	16	26
113	110	100	26
113	111	83	26
113	112	100	26
113	115	100	26
113	116	97	26
113	117	100	26
113	118	98	26
113	119	100	26
113	121	95	26
113	122	99	26
113	125	100	26
113	130	100	26
113	131	99	26
